"PC1","PC2","PC3","celltype"
-0.240351136227456,-0.212855028146623,-0.947060752173202,"neoblast 1"
-0.298666641228877,0.135053328751436,-0.944753320084252,"neoblast 1"
0.311432835303627,-0.30592909655585,-0.899676040013996,"parenchymal progenitors"
-0.0515258169760819,0.653405983941994,0.755252083965177,"late epidermal progenitors 2"
-0.27472409720417,0.181692279390505,-0.944200500966419,"neoblast 1"
0.874768330576751,-0.478524714307588,-0.0761213873809869,"pigment"
-0.108698337926696,0.680703833707602,-0.724449419978888,"early epidermal progenitors"
0.18613746440251,0.364608044764218,0.912367150898704,"epidermis"
0.443440697857569,-0.28446949505462,-0.849963207360743,"gut progenitors"
-0.439935015882699,0.659134958890798,-0.609916623620242,"early epidermal progenitors"
0.22062699548442,-0.0796484926375258,-0.972100738855849,"parenchymal progenitors"
-0.503492325423486,0.23628767590786,-0.83106173805182,"neoblast 1"
-0.149059787936354,0.729756187801284,-0.667260883003122,"early epidermal progenitors"
0.167081428458586,0.151496283473821,-0.974234403189426,"neoblast 1"
0.893079351339092,-0.448397199849981,0.0367317761405895,"pgrn+ parenchymal cells"
-0.362584724899665,0.00828328568925557,-0.931914000564228,"neoblast 1"
0.324382307521766,0.683314094669201,0.654108528145953,"early epidermal progenitors"
-0.0745823366169737,0.725383358620264,0.684292669916563,"late epidermal progenitors 1"
-0.00851488130240305,-0.0696860140438199,-0.997532634174487,"neoblast 1"
-0.315496831438179,0.6242397689235,-0.714693263048424,"neoblast 1"
-0.187739535010811,0.806998837345171,-0.559916729092341,"early epidermal progenitors"
-0.243020293630851,-0.183803125169029,-0.952448186549627,"neoblast 1"
-0.424514019137595,-0.176989609895597,-0.88795412355856,"neoblast 1"
-0.0888505478986474,0.287453347216533,-0.953664591621248,"gut progenitors"
-0.0310354927984881,0.0315713502081509,0.999019543368792,"ChAT neurons 2"
-0.239207244943553,0.151391279199665,-0.95909362136801,"neoblast 1"
-0.715154647512668,0.196396514667774,-0.670807154976289,"psd+ cells"
-0.341942533608134,0.0869637481106264,-0.935688308265205,"neoblast 1"
-0.15010322094857,-0.0922879738985155,-0.984353571098603,"neoblast 1"
